"manipulation_condition","manipulation_condition_word","system_justification_GMC","pre_evidence_guilt_belief","alignment_search","post_evidence_guilt_belief","right_wing_authoritarianism_GMC","social_dominance_orientation_GMC","political_orientation","race","hispanic","education","age","gender","zip","which_stim","year","month","day","observation1","observation1_code","observation2","observation2_code","observation3","observation3_code","observation4","observation4_code"
0.5,"Incriminating",-1.88628117913832,-1,-1,-2,-2.99374699374699,-1.72278911564626,-1.66666666666667,"1",2,6,52,2,"91104",2,2025,4,15,"nose shape",1,"beard shape and color",1,"hair line",1,"glasses",0
0.5,"Incriminating",0.738718820861679,0,2,1,-0.410413660413661,1.40221088435374,0.33333333333333,"1",1,6,27,2,"65201",2,2025,4,15,"mustache",0,"beard",0,"eyebrows",0,"mouth shape",0
-0.5,"Exonerating",1.98871882086168,-1,0,-2,0.339586339586339,-0.222789115646259,-4,"1",2,5,28,1,"20006",3,2025,4,15,"the nose",0,"the eyes",0,"mouth shape",1,"eye width",1
0.5,"Incriminating",0.363718820861679,0,-1,-2,1.08958633958634,0.402210884353741,1.33333333333333,"1",2,6,54,1,"78259",4,2025,4,15,"Haircut",0,"lips shape",1,"Nose bridge angle",1,"eyes width apart",1
0,"Control",-0.261281179138321,-2,0,-1,-1.57708032708033,-0.972789115646259,-1,"1",2,4,66,2,"37312",1,2025,4,15,"Flaring wide nostrils",1,"shape and size of mouth, lips",0,"Length of philtrum, distance between nose and upperlip",1,"size of and placement of ears, hairstyle",0
-0.5,"Exonerating",-3.13628117913832,1,-1,0,-2.66041366041366,-1.72278911564626,-1.66666666666667,"1",2,3,77,2,"29483",3,2025,4,15,"width of neck",1,"ears",1,"lips",1,"nose",0
0,"Control",-0.0112811791383214,0,-1,-3,1.67291967291967,1.40221088435374,3.33333333333333,"1",2,3,60,2,"48439",4,2025,4,15,"eye width",1,"nose shape",1,"eye size",1,"hair",0
0.5,"Incriminating",1.61371882086168,-1,1,1,1.00625300625301,1.15221088435374,2.33333333333333,"1",2,2,27,2,"72473",1,2025,4,15,"Nose",1,"Hair",0,"Facial hair ",0,"Face shape ",0
-0.5,"Exonerating",2.23871882086168,NA,2,3,1.08958633958634,-0.972789115646259,-4,"2",2,5,29,1,"95132",1,2025,4,15,"nose bridge angle ",0,"eye width",0,"ears ",0,"forehead ",0
-0.5,"Exonerating",0.988718820861679,1,1,2,-0.160413660413661,0.152210884353741,-2.33333333333333,"2",1,6,27,1,"94089",3,2025,4,15,"cheek bone",0,"hair",0,"nose",0,"mouth shape",1
0.5,"Incriminating",-2.76128117913832,0,2,2,-2.82708032708033,-1.59778911564626,-3,"1",2,3,21,2,"32603",1,2025,4,15,"eyebrow shape",0,"facial hair",0,"hair style",0,"neck length",0
0.5,"Incriminating",1.48871882086168,1,1,1,0.339586339586339,1.02721088435374,-2,"1",2,5,29,2,"10011",3,2025,4,15,"nose",0,"shirt",0,"eye ",1,"hair",0
-0.5,"Exonerating",2.23871882086168,-2,2,3,0.172919672919673,0.777210884353741,-2.66666666666667,"2",2,6,NA,2,"54494",4,2025,4,15,"eye",0,"hair",0,"nose",0,"suit",0
0,"Control",2.36371882086168,3,1,3,2.17291967291967,4.27721088435374,3,"1",2,5,67,1,"75151",2,2025,4,15,"nose bridge angle",0,"mouth shape",1,"eye width apart",0,"beard",0
0,"Control",0.238718820861679,0,2,1,-1.74374699374699,-0.722789115646259,-1.66666666666667,"4",2,5,30,1,"64118",2,2025,4,15,"Nose shape",0,"Haircut",0,"Face shape",0,"Facial hair",0
0,"Control",2.23871882086168,-1,2,2,1.08958633958634,-0.847789115646259,4,"2",2,6,73,1,"30144",4,2025,4,15,"eye",0,"mouth shape",0,"nose bridge angle",0,"coat angle",0
0.5,"Incriminating",0.738718820861679,3,2,3,0.172919672919673,-1.34778911564626,3,"1",2,6,37,1,"92501",1,2025,4,15,"eye width apart",0,"nose bridge angle",0,"mouth shape",0,"hair style",0
-0.5,"Exonerating",-1.51128117913832,-3,2,3,1.92291967291967,3.15221088435374,3,"1",2,3,29,2,"25705",1,2025,4,15,"ears",0,"nose",0,"mouth",0,"jaw",0
-0.5,"Exonerating",1.36371882086168,-1,0,0,0.672919672919673,0.527210884353741,-2,"2",2,5,40,2,"23451",3,2025,4,15,"Mouth",0,"nose",0,"eye width",1,"Hair",1
-0.5,"Exonerating",1.36371882086168,-3,1,-1,1.92291967291967,0.277210884353741,-1,"1",2,6,35,2,"60613",4,2025,4,15,"face",0,"eye",0,"hair",0,"nose",1
-0.5,"Exonerating",2.86371882086168,3,2,0,0.256253006253006,0.402210884353741,3,"2",2,5,50,2,"98146",2,2025,4,15,"NOSE BRIDGE ANGLE",0,"HAIR",0,"BEARDS",0,"SHAPE",0
0.5,"Incriminating",0.488718820861679,-1,1,2,0.672919672919673,1.52721088435374,-1.33333333333333,"2",2,5,37,1,"90029",2,2025,4,15,"Nose bridge",0,"eye width apart",0,"chin shape",0,"cheeks",1
0.5,"Incriminating",0.613718820861679,2,2,2,-0.327080327080327,-0.722789115646259,-2.66666666666667,"2",2,6,36,2,"30034",1,2025,4,15,"Nose bridge angle",0,"Eye width apart",0,"Hair style",0,"Chin and Mouth alignment",0
0.5,"Incriminating",0.238718820861679,2,2,2,1.58958633958634,1.02721088435374,2.33333333333333,"1",2,5,24,1,"75206",3,2025,4,15,"hair",0,"mouth shape",0,"nose bridge angle",0,"overall facial",0
-0.5,"Exonerating",0.613718820861679,0,2,2,0.589586339586339,-0.222789115646259,1,"1",2,2,42,1,"71343",3,2025,4,15,"eyes",0,"nose",0,"jawline",0,"ears",0
0,"Control",0.363718820861679,2,-1,-3,1.17291967291967,-0.972789115646259,-3,"1",2,6,33,2,"20006",3,2025,4,15,"Eye width",1,"Nose Bridge Angle",0,"Mouth Shape",1,"Facial Expression",1
0.5,"Incriminating",0.363718820861679,1,2,1,0.188071188071188,2.02721088435374,0,"6",1,6,37,1,"33331",4,2025,4,15,"Facial Hair",0,"Mouth",0,"Nose",0,"Eyes",0
-0.5,"Exonerating",-0.511281179138321,-3,0,-1,1.83958633958634,-1.22278911564626,-3,"2",2,6,37,1,"10014",2,2025,4,15,"eye width",1,"nose bridge angle",0,"moustache",0,"hair line",1
-0.5,"Exonerating",1.36371882086168,-3,2,3,-1.41041366041366,0.527210884353741,-1.5,"1",2,5,34,1,"90011",3,2025,4,15,"Hair style",0,"Jaw line",0,"nose",0,"shirt collar",0
0.5,"Incriminating",0.613718820861679,2,1,2,0.422919672919673,1.40221088435374,1,"2",2,6,37,2,"39339",3,2025,4,15,"eye width",0,"nose bridge angle",0,"mouth shape",1,"cheeks",0
-0.5,"Exonerating",2.11371882086168,0,-1,-2,-0.327080327080327,-1.09778911564626,-2,"1",2,6,25,2,"29621",4,2025,4,15,"Eyes width apart",1,"nose bridge angle",1,"Hair cut style",0,"Mouth shape",1
0.5,"Incriminating",-0.886281179138321,1,2,2,-1.07708032708033,-0.472789115646259,-1.66666666666667,"1",1,2,35,1,"78404",4,2025,4,15,"Hair",0,"Eyebrows",0,"Clothing",0,"Eyes",0
-0.5,"Exonerating",-1.01128117913832,-2,2,1,-1.07708032708033,-0.972789115646259,-0.66666666666667,"1",2,4,33,1,"23188",2,2025,4,15,"Facial Hair",0,"Glasses",0,"Suit",0,"Hair",0
0.5,"Incriminating",0.363718820861679,1,2,2,-0.493746993746994,0.652210884353741,0,"1",2,6,52,2,"11234",4,2025,4,15,"Overall Face Shape",0,"Hairline and Hair",0,"Eyebrows",0,"Jawline and Chin",0
0.5,"Incriminating",-1.63628117913832,1,1,2,-0.493746993746994,-1.22278911564626,0.33333333333333,"7",2,3,39,2,"54426",3,2025,4,15,"Eye width apart",0,"Nose bridge angle",1,"mouth shape",0,"Facial hair",0
0,"Control",-0.511281179138321,0,0,1,1.33958633958634,-1.09778911564626,-0.66666666666667,"2",2,3,32,2,"27587",1,2025,4,15,"eye distance",1,"nose",0,"hairline",0,"lips shape",1
-0.5,"Exonerating",1.61371882086168,-1,-2,-3,-0.0770803270803269,-0.597789115646259,-2.33333333333333,"1",2,6,60,2,"36551",1,2025,4,15,"eye width",1,"nose",1,"mouth",1,"ear",1
0,"Control",-0.386281179138321,1,2,2,0.672919672919673,0.652210884353741,3.66666666666667,"2",2,6,34,1,"11366",3,2025,4,15,"hairstyle",0,"jawline and face shape",0,"nose",0,"eye lashes",0
0,"Control",-2.88628117913832,0,2,1,-2.91041366041366,-0.722789115646259,-4,"1",2,5,41,2,"47130",3,2025,4,15,"lip shape",0,"hair part",0,"Jaw line",0,"neck shape",0
0,"Control",1.11371882086168,1,0,-2,-0.660413660413661,-1.72278911564626,4,"1",2,3,47,2,"93644",1,2025,4,15,"hair",0,"eyebrows",1,"eyes",0,"mouth",1
0.5,"Incriminating",0.488718820861679,1,2,2,-0.577080327080327,-0.222789115646259,0,"4",2,5,33,1,"95824",3,2025,4,15,"Shape Face",0,"Nose Bridge",0,"Mouth Shape",0,"Eye Shape",0
-0.5,"Exonerating",-1.88628117913832,-1,2,1,-0.0770803270803269,-0.972789115646259,0,"1",2,3,54,2,"32444",4,2025,4,15,"hair",0,"shape of nose",0,"thick eyebrows",0,"chin similar",0
-0.5,"Exonerating",-1.26128117913832,-2,1,-2,-1.57708032708033,-0.972789115646259,-0.66666666666667,"1",2,6,66,2,"08742",2,2025,4,15,"eyes",0,"nose bridge",0,"face shape",1,"mouth",0
-0.5,"Exonerating",-1.63628117913832,0,1,1,-1.82708032708033,-0.722789115646259,-4,"1",2,3,39,1,"84111",4,2025,4,15,"eye width",0,"nose bridge",1,"eyebrow shape",0,"hair",0
0,"Control",0.113718820861679,0,2,1,0.00625300625300618,1.27721088435374,0,"1",2,3,20,2,"46163",2,2025,4,15,"forehead",0,"mouth wrinkles",0,"nose",0,"hairline",0
0.5,"Incriminating",0.488718820861679,1,2,0,0.172919672919673,0.777210884353741,-4,"2",2,6,22,2,"45220",3,2025,4,15,"mouth shape",0,"nose bridge",0,"eye width",0,"pose",0
-0.5,"Exonerating",3.23871882086168,0,2,3,-0.243746993746994,-1.72278911564626,-2.33333333333333,"2",2,6,28,1,"52302",1,2025,4,15,"Eyes shape",0,"Nose with rounded tip",0,"Hairline and hair",0,"Mouth",0
-0.5,"Exonerating",0.613718820861679,2,-1,2,0.339586339586339,1.40221088435374,0.5,"2",2,6,43,2,"39090",3,2025,4,15,"nose",1,"mouth shape",0,"eye",1,"eyes",1
0,"Control",-3.01128117913832,0,2,1,-1.41041366041366,-0.472789115646259,-3.5,"1",1,5,40,2,"97402",1,2025,4,15,"flared nostrils",0,"hairline",0,"lip width",0,"eye shape",0
0,"Control",1.11371882086168,2,2,2,0.756253006253006,1.02721088435374,1,"1",2,5,30,1,"98118",2,2025,4,15,"Nose Bridge angle",0,"Eye width apart",0,"Beards",0,"Mouth shape",0
0,"Control",0.863718820861679,0,-1,-1,2.25625300625301,-0.222789115646259,-3,"2",2,6,32,1,"03602",4,2025,4,15,"mouth shape",0,"nose bridge",1,"eye width apart",1,"ears angle",1
0,"Control",-1.88628117913832,1,1,1,-2.41041366041366,-1.72278911564626,-1,"2",2,3,30,1,"48240",2,2025,4,15,"Hairstyle",0,"Beard color",1,"Glasses/Clothing style",0,"Forehead size and shape",0
-0.5,"Exonerating",1.23871882086168,-4,2,2,1.33958633958634,-0.347789115646259,1,"1",2,6,24,2,"26851",1,2025,4,15,"hair sytle",0,"nose",0,"beard",0,"neck",0
0.5,"Incriminating",1.61371882086168,2,1,3,0.0895863395863392,0.527210884353741,2.66666666666667,"2",2,6,23,2,"07008",1,2025,4,15,"hair style",0,"long neck",0,"ears ",1,"nose",0
0,"Control",-2.76128117913832,0,2,1,-1.66041366041366,-1.47278911564626,-3,"1,3",2,3,45,2,"35901",4,2025,4,15,"mouth shape",0,"nose shape",0,"jawline",0,"eyebrow shape",0
-0.5,"Exonerating",1.36371882086168,2,2,2,1.50625300625301,-1.09778911564626,1.66666666666667,"1",2,5,28,2,"23831",2,2025,4,15,"eye width apart",0,"Pair of glasses",0,"Facial hair",0,"Mouth shape",0
0,"Control",0.363718820861679,0,2,1,-0.0770803270803269,1.02721088435374,-2.33333333333333,"1",2,5,39,2,"45011",3,2025,4,15,"Eye socket structure",0,"cheekbone",0,"jaw structure",0,"hair style",0
0,"Control",-0.886281179138321,-1,0,-1,-0.660413660413661,-0.472789115646259,0,"2",2,4,44,2,"11550",1,2025,4,15,"Mouth",1,"cheek",1,"neck",0,"ears",0
-0.5,"Exonerating",1.23871882086168,3,2,1,0.922919672919673,-0.597789115646259,0,"3",1,6,29,1,"03602",3,2025,4,15,"nose bridge angle",0,"mouth shape",0,"the shirt collar",0,"the hair",0
-0.5,"Exonerating",0.238718820861679,0,2,2,1.42291967291967,1.15221088435374,2,"1",2,5,33,1,"29485",2,2025,4,15,"Hair and beard ",0,"Eye width apart",0,"Nose bridge angle",0,"Mouth shape",0
-0.5,"Exonerating",-0.886281179138321,-3,2,2,0.256253006253006,-1.59778911564626,0,"2",2,4,46,2,"39563",3,2025,4,15,"similar hair ",0,"cheekbone structure is the same",0,"face looks similar to the photo",0,"same eye shape",0
0,"Control",0.113718820861679,-1,-1,-2,-1.07708032708033,-1.47278911564626,-2,"1",2,6,33,1,"03602",1,2025,4,15,"Eye",1,"Nose",1,"Ears",1,"hair",0
0,"Control",-0.386281179138321,-4,2,2,0.0895863395863392,-0.972789115646259,3,"2",2,5,28,2,"90012",3,2025,4,15,"Nose bridge angle",0,"eye width apart",0,"Hair",0,"Shirt",0
0.5,"Incriminating",-0.636281179138321,1,-1,-3,0.00625300625300618,0.527210884353741,0,"1",2,5,28,1,"19038",1,2025,4,15,"eye width apart",1,"nose bridge angle",1,"Mouth shape",1,"forehead",0
-0.5,"Exonerating",1.61371882086168,2,1,2,0.339586339586339,0.0272108843537411,-2.66666666666667,"2",2,6,48,1,"98001",3,2025,4,15,"nose",0,"mouth",1,"eye",0,"hair",0
0.5,"Incriminating",1.11371882086168,2,2,3,1.83958633958634,-0.597789115646259,-3,"1",2,5,52,2,"90017",3,2025,4,15,"eye",0,"nose",0,"cheek",0,"mouth shape",0
0,"Control",-3.13628117913832,1,2,3,-0.577080327080327,-1.34778911564626,0,"1",2,4,27,2,"78412",4,2025,4,15,"Eyes",0,"Eyebrows",0,"Mouth",0,"Hair",0
0.5,"Incriminating",-0.0112811791383214,0,1,0,-1.99374699374699,-1.72278911564626,-2.33333333333333,"1",2,5,47,2,"80249",4,2025,4,15,"width between eyebrows",0,"hair styling",0,"age",1,"nose",0
-0.5,"Exonerating",-0.761281179138321,-4,0,1,0.00625300625300618,-1.59778911564626,-2.66666666666667,"2",2,6,64,2,"20874",2,2025,4,15,"Beard",0,"Hairline",1,"Eyes",0,"Cheekbone ",1
0.5,"Incriminating",-0.511281179138321,1,2,2,-3.16041366041366,-1.72278911564626,-3.33333333333333,"1",2,3,55,2,"16509",4,2025,4,15,"Hair",0,"chin",0,"mouth and facial lines around the mouth",0,"eyes and eyebrows",0
0.5,"Incriminating",-2.26128117913832,-2,-1,-2,-0.327080327080327,0.277210884353741,-0.33333333333333,"2",2,5,30,1,"10528",3,2025,4,15,"EYE WIDTH",0,"NOSE BRIDGE",1,"MOUTH SHAPE",1,"CHEEK",1
0,"Control",2.61371882086168,0,2,0,0.506253006253006,0.527210884353741,2.66666666666667,"1",2,5,33,1,"39159",1,2025,4,15,"ears",0,"hair",0,"face shape ",0,"nose",0
-0.5,"Exonerating",2.23871882086168,4,1,3,1.83958633958634,1.65221088435374,4,"1",2,6,47,1,"61607",4,2025,4,15,"Hair ",0,"nose",1,"mouth shape",0,"eye",0
0.5,"Incriminating",-0.886281179138321,2,2,2,0.506253006253006,1.40221088435374,3.66666666666667,"1",2,6,22,2,"29611",1,2025,4,15,"nose",0,"eye",0,"shoulder",0,"mouth",0
0.5,"Incriminating",2.23871882086168,1,2,1,1.08958633958634,-1.59778911564626,-2.66666666666667,"1",2,3,66,2,"66062",4,2025,4,15,"eyebrow shape",0,"hairstyle",0,"ear size",0,"forehead length",0
0,"Control",0.613718820861679,-2,1,0,-0.577080327080327,0.402210884353741,-2,"1",2,5,30,2,"32257",4,2025,4,15,"eye",0,"mouth",1,"nose",0,"dressing",0
0,"Control",0.113718820861679,2,1,2,0.839586339586339,-0.847789115646259,2.66666666666667,"1",2,6,30,2,"90041",4,2025,4,15,"hair",0,"face",0,"nose",1,"mouth shape",0
0,"Control",-3.26128117913832,-3,-1,-2,-3.24374699374699,-1.72278911564626,-4,"1",2,5,55,2,"28601",1,2025,4,15,"nose bridge angle",1,"eye width apart",0,"mouth shape/width",1,"eyebrow shape",1
-0.5,"Exonerating",-1.26128117913832,3,2,2,0.672919672919673,1.65221088435374,-2,"2",2,6,21,2,"77327",1,2025,4,15,"Head shape",0,"Eyes",0,"Nose bridge",0,"mouth shape",0
0.5,"Incriminating",1.61371882086168,4,-2,3,0.00625300625300618,0.652210884353741,4,"2",2,4,44,2,"20149",3,2025,4,15,"Hair ",1,"Eyes",1,"Mounth shape ",1,"Nose ",1
-0.5,"Exonerating",0.613718820861679,-3,2,3,1.58958633958634,-0.0977891156462589,3,"1",2,5,52,2,"92509",1,2025,4,15,"eye  width",0,"same hair style",0,"same nose bridge angle",0,"mouth shape",0
0,"Control",1.11371882086168,-1,2,2,2.91534391534392,-0.437074829931973,1.66666666666667,"2",2,3,33,2,"75070",3,2025,4,15,"eyebrow bridge",0,"adam's apple",0,"ears",0,"lips full",0
-0.5,"Exonerating",1.36371882086168,1,2,2,0.339586339586339,-0.722789115646259,3,"1",2,6,40,1,"10035",1,2025,4,15,"face structure",0,"ears",0,"nose ",0,"hairstyle",0
0.5,"Incriminating",-1.88628117913832,0,2,2,-1.16041366041366,-0.972789115646259,-2,"1",2,5,51,1,"90059",2,2025,4,15,"hair and hairline",0,"mouth shape",0,"facial hair",0,"Nose structure",0
0,"Control",0.738718820861679,0,2,2,0.00625300625300618,0.527210884353741,0,"2",2,1,70,1,"29536",3,2025,4,15,"Hair",0,"Angle mouth",0,"Nose bridge angle",0,"Eye width apart",0
0,"Control",1.73871882086168,4,0,2,0.672919672919673,0.902210884353741,1.66666666666667,"1",2,6,40,2,"30033",3,2025,4,15,"nose",0,"eyes",0,"lips",1,"ears",1
0.5,"Incriminating",1.98871882086168,1,-1,-2,1.58958633958634,2.02721088435374,2,"1",2,5,58,2,"77399",1,2025,4,15,"jawline",1,"nose width",1,"hair cut",0,"hailine",1
0,"Control",-0.511281179138321,2,2,2,0.256253006253006,2.02721088435374,0.66666666666667,"1",2,5,24,1,"20136",4,2025,4,15,"Eyes ",0,"Eyebrows ",0,"Hair ",0,"Clothes ",0
0.5,"Incriminating",-1.26128117913832,1,-1,-3,1.33958633958634,0.277210884353741,-1,"1",2,6,39,2,"85251",4,2025,4,15,"Nose",1,"Chin",1,"Eyebrows",0,"Ears",1
0,"Control",-1.13628117913832,-2,0,-2,-2.82708032708033,-0.722789115646259,-2,"1",2,5,41,1,"97535",3,2025,4,15,"jaw line",0,"hair type",1,"nose shape",0,"mouth shape",1
0.5,"Incriminating",-2.51128117913832,0,2,1,1.00625300625301,0.777210884353741,0,"4",2,3,48,1,"27401",3,2025,4,15,"hair",0,"jaw",0,"eyebrows",0,"nose",0
0,"Control",-3.13628117913832,0,1,1,0.506253006253006,-1.72278911564626,1,"1",2,5,49,2,"36542",4,2025,4,15,"ears",1,"face shape",0,"nose",0,"hair",0
0,"Control",0.238718820861679,0,2,2,-1.57708032708033,-0.222789115646259,0.33333333333333,"1",2,5,26,1,"36203",4,2025,4,15,"Hair",0,"Jaw line",0,"clothing",0,"forehead",0
-0.5,"Exonerating",-1.26128117913832,-1,0,-1,0.506253006253006,1.15221088435374,0,"4",2,4,35,1,"20151",3,2025,4,15,"Eyes",0,"Hair",1,"Lips",1,"Cheeks",0
0.5,"Incriminating",1.98871882086168,0,1,1,-0.493746993746994,-0.347789115646259,0.33333333333333,"1",2,2,61,1,"33019",3,2025,4,15,"nose bridge",0,"mouth shape",0,"hair",1,"eye width",0
0,"Control",-0.386281179138321,1,0,-1,-2.07708032708033,-0.847789115646259,-2,"1",2,6,58,2,"94606",1,2025,4,15,"eyes",0,"nose width",0,"mouth width",1,"ears",1
0,"Control",1.98871882086168,1,2,3,0.589586339586339,1.65221088435374,3,"1",2,5,37,1,"29730",3,2025,4,15,"HAIR",0,"EYE",0,"NOSE",0,"EYEBROW",0
-0.5,"Exonerating",0.363718820861679,-1,2,1,0.839586339586339,0.777210884353741,0,"1",2,4,63,1,"89512",2,2025,4,15,"mouth shape",0,"beard",0,"eye width",0,"ear shape",0
0.5,"Incriminating",-1.63628117913832,0,-2,-2,-1.91041366041366,-0.972789115646259,-2.33333333333333,"1",2,5,42,1,"55426",1,2025,4,15,"Hairline",1,"Upturned Nose",1,"Angle of Eyes",1,"Ear shape",1
-0.5,"Exonerating",-0.261281179138321,-2,2,-2,-0.993746993746994,-0.597789115646259,-0.33333333333333,"1",2,4,48,1,"98604",3,2025,4,15,"face shape",0,"nose bridge",0,"nose length",0,"chin shape",0
0,"Control",0.988718820861679,0,2,1,-0.243746993746994,0.0272108843537411,1.66666666666667,"4",2,5,55,1,"92844",2,2025,4,15,"Hair",0,"Glasses",0,"Nose",0,"Outfit",0
0.5,"Incriminating",0.113718820861679,1,2,2,2.42291967291967,2.52721088435374,3,"1",2,2,47,2,"75407",3,2025,4,15,"cheek bones",0,"eyes",0,"nose shape",0,"hair part and type",0
0.5,"Incriminating",1.73871882086168,3,1,2,-0.160413660413661,1.15221088435374,1,"2",2,6,55,2,"90001",3,2025,4,15,"Eye Region",0,"Nose Structure",0,"Mouth & Jawline",1,"Overall Face Shape",0
0,"Control",-0.511281179138321,1,2,1,0.00625300625300618,0.152210884353741,-1,"4",2,4,33,2,"98208",1,2025,4,15,"Hair style ",0,"Nose shape ",0,"Mouth shape ",0,"Jaw line ",0
0,"Control",-2.01128117913832,-2,-1,-2,-2.32708032708033,-1.72278911564626,-3,"1",2,1,34,2,"36549",3,2025,4,15,"cheek bones/lips",0,"nose",1,"hair",1,"eyes",1
0,"Control",-1.01128117913832,1,0,-1,-0.827080327080327,0.652210884353741,0,"1",2,2,44,1,"90744",4,2025,4,15,"same hair ",0,"wider nose",1,"ears big",1,"eyebrows",0
0.5,"Incriminating",-0.386281179138321,-1,1,1,-1.99374699374699,-1.72278911564626,-1,"1",2,5,52,2,"84003",1,2025,4,15,"his nose seems similar",0,"his haircut is the same",0,"his facial hair is the same pattern",0,"his eyes seem farther apart in the photo",1
-0.5,"Exonerating",-3.88628117913832,-3,0,-2,-3.16041366041366,-1.34778911564626,-4,"1",2,5,32,3,"04444",3,2025,4,15,"curly hair",0,"angled face",0,"light colored eyes",1,"wider mouth",1
-0.5,"Exonerating",0.363718820861679,0,-2,-2,-1.57708032708033,-1.72278911564626,-1.33333333333333,"1",2,2,67,2,"07004",2,2025,4,15,"facial hair",1,"hairline",1,"eyes",1,"nose drop",1
0,"Control",-0.636281179138321,0,0,-1,0.339586339586339,0.652210884353741,0,"1",2,2,22,1,"28405",4,2025,4,15,"Hair",0,"nose",1,"forehead size",1,"eyebrows",0
0.5,"Incriminating",-2.01128117913832,2,2,2,-2.16041366041366,-1.72278911564626,-1,"1",1,5,35,2,"93309",4,2025,4,15,"hair style",0,"hair color",0,"clothing",0,"eyebrows",0
0.5,"Incriminating",-1.26128117913832,1,0,1,-0.0770803270803269,1.40221088435374,0,"1",2,5,41,1,"84058",1,2025,4,15,"hair",0,"ears",0,"eyes",1,"mouth",1
-0.5,"Exonerating",0.113718820861679,-3,-2,-2,0.339586339586339,2.77721088435374,-1,"1",2,5,40,1,"78660",1,2025,4,15,"eyebrow shape",1,"nose hole size",1,"eye shape",1,"ear angle",1
-0.5,"Exonerating",1.36371882086168,-3,-1,-1,2.00625300625301,0.777210884353741,1.33333333333333,"1",2,3,67,2,"77355",2,2025,4,15,"mustache hair",0,"beard hair",1,"eye width apart",1,"nose angle",1
-0.5,"Exonerating",-1.51128117913832,-1,-1,-3,0.422919672919673,2.27721088435374,2.33333333333333,"1",2,4,36,2,"07036",4,2025,4,15,"jaw",1,"hairline ",1,"eye width",0,"nose",1
0.5,"Incriminating",0.738718820861679,-1,0,-1,0.922919672919673,0.652210884353741,2.33333333333333,"1",2,2,54,1,"34488",1,2025,4,15,"eyes",1,"mouth",1,"hair",0,"ear",0
-0.5,"Exonerating",-0.386281179138321,0,1,1,3.75625300625301,2.90221088435374,4,"1,2",2,5,34,2,"56073",2,2025,4,15,"Goatee/Beard",0,"Haircut",0,"Nasolabial Folds",0,"Facial Shape",1
0,"Control",-1.01128117913832,0,2,2,0.839586339586339,0.152210884353741,0,"1",2,3,35,2,"70360",4,2025,4,15,"thick eyebrows ",0,"wears a coat and tie",0,"hair is sticking up",0,"nose looks to be large",0
0.5,"Incriminating",1.11371882086168,0,2,1,0.672919672919673,1.15221088435374,1,"1",2,4,28,2,"50106",4,2025,4,15,"Eyebrows",0,"Thin lips ",0,"Hair",0,"Mouth shape ",0
0.5,"Incriminating",-1.26128117913832,0,2,0,-2.66041366041366,-1.34778911564626,-3.33333333333333,"1",2,3,59,1,"15301",3,2025,4,15,"eye width",0,"face shape",0,"hair",0,"neck shape",0
-0.5,"Exonerating",-1.88628117913832,-1,2,2,-1.16041366041366,-1.47278911564626,-2.33333333333333,"4",2,5,23,2,"23462",3,2025,4,15,"mouth shape",0,"hairstyle",0,"eyebrow shape",0,"nose shape",0
-0.5,"Exonerating",-3.88628117913832,0,2,-2,-3.99374699374699,-1.72278911564626,-4,"1",1,3,30,1,"78504",4,2025,4,15,"Hair",0,"Eyebrows",0,"Suit",0,"Eyes",0
0,"Control",-3.76128117913832,0,1,1,-3.74374699374699,-1.72278911564626,-4,"1",2,2,36,1,"72450",3,2025,4,15,"eye and brow placement",0,"nose shape",0,"facial structure",0,"philtrum",1
-0.5,"Exonerating",2.36371882086168,3,2,2,0.756253006253006,0.0272108843537411,3,"2",2,6,29,1,"85711",3,2025,4,15,"Hair curl similarity ",0,"Protruding Nose simillarity",0,"Eyes seems to match",0,"Eye sockets protrudes in a similar way",0
-0.5,"Exonerating",-0.511281179138321,0,1,2,-1.07708032708033,-1.22278911564626,-4,"1",2,3,49,1,"63640",4,2025,4,15,"brow width apart",0,"hair line",0,"eye shape",0,"ears",1
-0.5,"Exonerating",-2.38628117913832,-2,2,1,-1.24374699374699,1.65221088435374,-0.66666666666667,"4",2,5,28,2,"07302",1,2025,4,15,"nose",0,"hair",0,"beard and mustache",0,"lip shape",0
-0.5,"Exonerating",-1.38628117913832,0,1,0,-2.57708032708033,-1.34778911564626,-0.33333333333333,"1",2,6,52,2,"78620",4,2025,4,15,"eye width",0,"hairstyle",0,"nose bridge",0,"ear size",1
0,"Control",0.113718820861679,3,2,3,1.67291967291967,-0.222789115646259,-3,"2",2,2,22,2,"04915",1,2025,4,15,"eye width",0,"facial hair",0,"hair cut",0,"nose bridge",0
-0.5,"Exonerating",0.988718820861679,-2,-1,-1,0.339586339586339,-0.722789115646259,-2.66666666666667,"1",2,5,28,2,"05764",1,2025,4,15,"mouth shape",1,"hair style",0,"Lip shape",1,"Eyebrows",1
0.5,"Incriminating",1.48871882086168,2,1,2,-0.327080327080327,0.902210884353741,-2.66666666666667,"2",2,5,33,2,"10048",4,2025,4,15,"nose",0,"eye",1,"shape",0,"mouth",0
0,"Control",-2.38628117913832,0,1,1,-3.16041366041366,-0.972789115646259,-1,"1",2,5,47,2,"60450",4,2025,4,15,"Nose",0,"Hair ",0,"Ears",1,"eye brows",0
0,"Control",-1.13628117913832,0,1,1,-1.24374699374699,0.0272108843537411,-4,"4",2,6,31,1,"98503",4,2025,4,15,"eye width",0,"nose shape",0,"lip shape",1,"forehead width",0
